Epoch,Train ROC-AUC,Valid ROC-AUC,Test ROC-AUC,Loss
1,0.744826424156897,0.7386840050822505,0.6921093753847317,0.3590199888581035
2,0.7684725515502059,0.7559523403986557,0.7101911863524705,0.30650928997090926
3,0.7894609899626318,0.7733700084922985,0.725964909717838,0.29694900253038464
4,0.8096738155430175,0.7922321066496537,0.7382746720100332,0.2879724908945645
5,0.8200998559374933,0.8005260659087124,0.7421683177437916,0.2837952323864591
6,0.8274833981927869,0.8090982014358751,0.7484563164760216,0.27788205168582447
7,0.8329898281666616,0.8109692786134529,0.7493207794523589,0.27542376158807746
8,0.8353484651235462,0.8109029376455229,0.7533569892006201,0.2721999181668539
9,0.8425991452108609,0.8186197971668238,0.754855959140051,0.2688275263270641
10,0.8442800965765649,0.8193016206767545,0.7606532365446087,0.2667793484539319
11,0.8477595235484493,0.8219340597775168,0.7570806307084619,0.26559197495619474
12,0.8484619057311892,0.8221599626012127,0.760659987069789,0.2638043085635648
13,0.8518380983776775,0.8244984707453851,0.7576316584227517,0.2620196663123896
14,0.8538244145796511,0.827465306173757,0.7625575680416848,0.25997326193514203
15,0.8539438375783528,0.8255301793206996,0.7580943687048424,0.25996008460101583
16,0.8569877228549279,0.829311744999287,0.7657956311997988,0.2579389074962344
17,0.8585272583211115,0.8279127221083369,0.7643330166108753,0.25812083245924305
18,0.8607974613242856,0.8315283934532214,0.7635072419991251,0.2564557028488175
19,0.8592758386924827,0.8292879503613656,0.7664631834426817,0.25519960785852364
20,0.8612325048074766,0.8322315108855884,0.767330760909852,0.2539416321102708
21,0.8641939826156205,0.8333704312135783,0.7673149443485191,0.2529552225622391
22,0.8637948876747382,0.8305942680380806,0.7646395376239747,0.2522208343030404
23,0.8661660479276928,0.8350477397669529,0.769151716784699,0.2517211869709788
24,0.8673460205631517,0.8344059653582897,0.7690046304627732,0.25128779496237347
25,0.8691844513985266,0.8374522311158401,0.7705944211894273,0.2497086246952532
26,0.8680948862185114,0.8367018944924955,0.7721465072972967,0.2491925189184027
27,0.8688512362776522,0.8367774780351889,0.7713021213175855,0.24864178246481333
28,0.8707342247180498,0.8389781822128327,0.7713770831979259,0.2472225770884643
29,0.8720481643521675,0.8367725411886415,0.76581418705972,0.24722618150541642
30,0.8725792105655792,0.8388146196880945,0.7698550233963867,0.2455616046080107
31,0.87303879983101,0.8398805568043063,0.773549227094024,0.2462256108918417
32,0.8728008144061806,0.8398618231796161,0.772198949484463,0.24527135796158642
33,0.8741128735721737,0.8406815241258238,0.7739760721182539,0.2449111140131872
34,0.8735336936398344,0.8389757009271512,0.7690917551464936,0.24450009427690728
35,0.8740560910105136,0.8408982339414023,0.7734784428457652,0.24387717142379967
36,0.8745140650008382,0.8410343015779255,0.7733429028587128,0.24369554931447587
37,0.8744744021910871,0.841143624172879,0.7728868216676114,0.24336343767341054
38,0.8747500539073524,0.8414967755741471,0.7744518735162406,0.24335621015796177
39,0.8750266802230529,0.841374511967162,0.7732848484601871,0.2429568300656943
40,0.8750292737405514,0.8415111050598613,0.7737867994547403,0.2430096855536221
