Epoch,Train ROC-AUC,Valid ROC-AUC,Test ROC-AUC,Loss
1,0.7483402735286403,0.7416419487987403,0.6878247818560697,0.35325706300336196
2,0.7798605911198234,0.7702112594993151,0.7215257336690091,0.3024469982970252
3,0.8005536141127211,0.7873992771830014,0.7334656262113688,0.29241677531081944
4,0.8100158450514037,0.7926364622678801,0.7411473073783809,0.28624935926467754
5,0.8231190868487339,0.807282720480211,0.7494802516097474,0.28124586441141736
6,0.8330240957313075,0.8135670347451046,0.7532236805740367,0.2765020560614914
7,0.8397441118962254,0.8174336357752957,0.7602949180899387,0.2725564617720435
8,0.8423331908606968,0.8173825154860083,0.7558473279744314,0.26956853846869266
9,0.8457167617027839,0.8206139086251764,0.76322097369295,0.26693955304560196
10,0.8440678440464963,0.8182999971344672,0.7571150969346745,0.2659336388682946
11,0.8513979567021952,0.8253408570806648,0.7692577193824374,0.26332460454814993
12,0.8546103100207001,0.826788118167355,0.7718701912667224,0.262357439312289
13,0.8525945220311978,0.8269376861098072,0.7738092879283893,0.26105385747236376
14,0.8533892676940438,0.8249815470026656,0.765546515061445,0.26012326684652265
15,0.8557909085369806,0.8271721561502737,0.7650230093096304,0.2587341245168639
16,0.8595123079827024,0.8318118563920883,0.7708330154936716,0.25790597800967985
17,0.8607685192475361,0.832582645793143,0.7739763163817484,0.25729509867660405
18,0.8625943984715599,0.8326970832274841,0.7747099637934898,0.25460695227107627
19,0.8601730306687294,0.8282106783995885,0.766478342377545,0.253711311902414
20,0.8650153717747128,0.8347098161338407,0.7746164354475668,0.2533797443392678
21,0.8663014911674921,0.8359459115810052,0.7804596634413482,0.25213287971800874
22,0.8627874457263353,0.834137789342228,0.7751161247946365,0.25166637424368105
23,0.865524470445102,0.8341484186373175,0.7669546395742629,0.25099714457927497
24,0.8665330958434129,0.835820752080365,0.7759438264309473,0.2504029154256617
25,0.870501421199161,0.8381150581618403,0.7716749033468943,0.2505347267197352
26,0.8728680404769334,0.8372064253427667,0.7730607629737563,0.24776259093747632
27,0.8721924188428156,0.8378465654939928,0.780699961601819,0.24675338877583192
28,0.8702021433578226,0.8366917201000186,0.7785975516183863,0.24721069276858582
29,0.8728846767989025,0.8355509082035315,0.7636549556207155,0.24729627156173953
30,0.8727171726682584,0.8378565104634065,0.7686344935861921,0.24560405708229516
31,0.8741445351685279,0.8394044949104924,0.7795526771057532,0.24537520851132189
32,0.8742715228493149,0.8326661533530791,0.7703166759911139,0.24421722749976377
33,0.8758782276047292,0.8410596530171303,0.7775433132022255,0.24410133216350355
34,0.8758453487623051,0.8405944077991554,0.7766355993790693,0.24412424958739412
35,0.8782558013134999,0.8428241343411085,0.7785725370893066,0.24259992559604304
36,0.8775444516452439,0.8427698119233228,0.7784760829773745,0.24187881065141775
37,0.8780999419767749,0.8402310193397703,0.7781005843391819,0.24102570800205894
38,0.8773574909295014,0.8412296611051993,0.7766716237858987,0.24099083575134672
39,0.8799418435234481,0.8412490286609507,0.7728692916950134,0.2403026334077361
40,0.8765264140177508,0.8346534902720408,0.765077629565356,0.24087897070429762
