Epoch,Train ROC-AUC,Valid ROC-AUC,Test ROC-AUC,Loss
1,0.7479930944608288,0.7402060643611729,0.6858207063238507,0.35713122127777797
2,0.7790313754015316,0.7708480740271179,0.7237895554906719,0.3033601898146446
3,0.7977359615811663,0.7846033870514965,0.7310409797383443,0.29390639123191176
4,0.8108215065763433,0.7969766399559594,0.7422762240628666,0.2869846478093753
5,0.8228912418050529,0.804022715443459,0.7522126525049196,0.2815899655003897
6,0.8286931838109247,0.8059528397545074,0.7488919708852693,0.27790436553914344
7,0.8300455678772517,0.8103432549032022,0.7559106974342801,0.27520522521278135
8,0.838807528781117,0.8164815609388459,0.7562876125598555,0.2721062710137956
9,0.833375251539836,0.811616757902484,0.7491228820105531,0.2693505100227663
10,0.8449177132849154,0.822881920912034,0.7691721696708104,0.26706010876436653
11,0.8475723564958655,0.8226317678037622,0.7615558492606092,0.2651265207513145
12,0.8515505584448155,0.8264555990006341,0.767606809082489,0.26335572003375507
13,0.8500358834100608,0.8250741993301386,0.7725957592972724,0.26165776608699554
14,0.8495793697033049,0.8227850129134573,0.776116719721607,0.26117478918950926
15,0.8510829571592781,0.8276874174925195,0.768145833327588,0.25950055238534325
16,0.8535882036358752,0.8262884869109097,0.7742492758889578,0.2585237750296908
17,0.8559983016188101,0.8265896033650583,0.7676891909453943,0.25716946523685047
18,0.8481882097726559,0.8231265038451074,0.7676568562037509,0.256566428619441
19,0.857632931586477,0.8274540384189001,0.7811696355065081,0.25479507030283477
20,0.8570999453499564,0.8244845324539115,0.778363481202898,0.2538748292269861
21,0.8619066175783552,0.8298361747456132,0.7742547354024547,0.2519405743266307
22,0.8603097899041439,0.8279170276224497,0.7686588372933117,0.25084911561272105
23,0.8629715080849479,0.8297581823056124,0.7691788743060588,0.2499162332535225
24,0.8596965985609815,0.8259216135188792,0.7682002972530223,0.24921516709402208
25,0.8623133328310205,0.8284854939727451,0.767972549686783,0.24846169645741226
26,0.8673720907624555,0.8320785729455894,0.7642358901861759,0.24794144771941465
27,0.8692605389668691,0.834474044066593,0.7692258921199258,0.24616392836607595
28,0.8677608828572029,0.8322439784165134,0.7683529811804056,0.245815105411719
29,0.8665586938842254,0.832047715065147,0.7704440351596376,0.2451873132562154
30,0.8696755452045201,0.8325115222793585,0.7694874986092772,0.2438877793636328
31,0.8695374332742076,0.8346767934129417,0.7716502293005003,0.2439158417730135
32,0.8699816310841594,0.8341352685287584,0.7687086872185195,0.2426946537897336
33,0.8712249839684559,0.8354848454947701,0.7763925455557545,0.2426894723317595
34,0.8706306368370453,0.8345768970614047,0.7677942194048873,0.24236713601070595
35,0.8699205362758037,0.8344647388075057,0.7664936274280604,0.24177331276686365
36,0.8723091247935342,0.8351565199521648,0.769557293620925,0.24156547387736893
37,0.8719218968876168,0.8360327466015277,0.7667767686194809,0.24093070470983585
38,0.872667412440461,0.8361980890445914,0.7725832949724013,0.24125833905472333
39,0.8726100281323709,0.8361256317185084,0.7719861781838809,0.24098366388640807
40,0.8725771618684612,0.8361731179736289,0.7717631994670573,0.24079418373533998
